Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
"City of Visalia  , dba: Visalia Transit",Visalia,CA,90091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90946,"Visalia, CA","160,578",38,DR,PT,8,2.74,,0.05,,136.66,,3,,51.98,,9.44,,"71,109",,"1,347,175",,"25,918",,"9,858",,"142,763",,"143,257",
"City of Visalia  , dba: Visalia Transit",Visalia,CA,90091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90946,"Visalia, CA","160,578",38,CB,PT,4,6.37,,0.13,,124.86,,3,,47.77,,0.90,,"98,099",,"736,157",,"15,412",,"5,896",,"814,251",,"229,553",
The Transportation Management Association Group,Franklin,TN,40178,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",38,VP,DO,38,5.18,,0.65,,37.76,,5,,7.94,,0.18,,"402,248",,"616,691",,"77,626",,"16,332",,"3,342,485",,"623,156",
Texas State University,San Marcos,TX,60269,University,Full Reporter,79201,"San Marcos, TX","70,801",38,MB,PT,38,0.00,,0.00,,79.20,,33,,2.37,,1.00,,0,,"4,825,081",,"2,037,961",,"60,919",,"4,840,156",,"691,466",
"Southern Georgia Regional Commission, dba: SGRC",Valdosta,GA,44982,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,,,,38,DR,PT,38,0.76,,0.02,,55.50,,1,,42.23,,0.00,,"53,106",,"2,970,158",,"70,337",,"53,520",,0,,"989,815",
"Wake County, dba: Wake County DSS",Raleigh,NC,40222,"City, County or Local Government Unit or Department of Transportation",Full Reporter,73261,"Raleigh, NC","1,106,646",38,DR,PT,38,22.42,,0.49,,73.73,,2,,46.05,,4.70,,"2,868,834",,"5,891,182",,"127,935",,"79,901",,"1,252,123",,"1,648,111",
"Logan County Historical Society, dba: First Capital Trolley",Guthrie,OK,60214,Private-Non-Profit Corporation,Rural Reporter,,,,38,DR,DO,37,2.37,,0.10,,41.48,,2,,23.81,,0.00,,"280,396",,"2,815,026",,"118,227",,"67,871",,0,,"1,352,526",
"United Community Action Partnership, Inc.",Marshall,MN,55326,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,38,DR,DO,35,5.58,,0.24,,75.24,,3,,22.82,,0.00,,"794,341",,"3,248,739",,"142,370",,"43,178",,0,,"702,429",
"United Community Action Partnership, Inc.",Marshall,MN,55326,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,38,MB,DO,3,0.61,,0.03,,57.57,,2,,23.25,,0.00,,"9,885",,"373,863",,"16,080",,"6,494",,0,,"73,029",
Schuylkill Transportation System,Pottsville,PA,30127,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,38,DR,DO,28,21.25,,0.48,,173.88,,4,,44.49,,0.00,,"1,211,289",,"2,536,018",,"57,003",,"14,585",,0,,"293,430",
"City of Visalia  , dba: Visalia Transit",Visalia,CA,90091,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90946,"Visalia, CA","160,578",38,MB,PT,26,1.48,,0.06,,102.68,,4,,22.94,,3.60,,"780,879",,"12,124,571",,"528,592",,"118,081",,"3,372,539",,"1,752,750",
"City of Fargo, dba: Metropolitan Area Transit",Fargo,ND,80003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29089,"Fargo, ND--MN","216,214",38,MB,PT,25,0.60,,0.06,,127.56,,12,,10.43,,2.55,,"500,901",,"8,705,578",,"834,392",,"68,248",,"3,412,663",,"794,727",
"City of Fargo, dba: Metropolitan Area Transit",Fargo,ND,80003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29089,"Fargo, ND--MN","216,214",38,DR,PT,13,2.86,,0.07,,79.67,,2,,40.64,,7.19,,"158,407",,"2,250,492",,"55,371",,"28,248",,"312,846",,"370,145",
Schuylkill Transportation System,Pottsville,PA,30127,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,38,MB,DO,10,0.84,,0.05,,123.71,,8,,16.32,,0.00,,"106,560",,"2,066,110",,"126,617",,"16,701",,0,,"281,043",
"Logan County Historical Society, dba: First Capital Trolley",Guthrie,OK,60214,Private-Non-Profit Corporation,Rural Reporter,,,,38,MB,DO,1,0.00,,0.00,,26.43,,4,,7.37,,0.00,,0,,"25,609",,"3,474",,969,,0,,"21,297",
Eastern Sierra Transit Authority,Bishop,CA,91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,37,DR,DO,8,2.72,,0.09,,83.20,,3,,31.46,,0.00,,"116,481",,"1,348,656",,"42,871",,"16,210",,0,,"148,213",
"City of Fayetteville, dba: Fayetteville Area System of Transit",Fayetteville,NC,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29440,"Fayetteville, NC","325,008",37,DR,PT,6,0.00,,0.00,,21.15,,1,,15.84,,1.72,,0,,"154,420",,"9,746",,"7,300",,"89,892",,"82,979",
Eastern Sierra Transit Authority,Bishop,CA,91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,37,CB,DO,5,6.65,,0.16,,110.21,,3,,42.79,,0.00,,"48,430",,"311,888",,"7,288",,"2,830",,0,,"113,971",
"City of Racine, Wisconsin, dba: RYDE",Racine,WI,50006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,73153,"Racine, WI","134,877",37,DR,DO,5,3.19,,0.10,,99.68,,3,,31.31,,7.60,,"84,957",,"833,784",,"26,634",,"8,365",,"109,735",,"88,621",
"City of Racine, Wisconsin, dba: RYDE",Racine,WI,50006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,73153,"Racine, WI","134,877",37,CB,PT,3,3.03,,0.08,,129.48,,3,,38.24,,1.64,,"90,699",,"1,146,456",,"29,979",,"8,854",,"701,097",,"194,428",
"City of Racine, Wisconsin, dba: RYDE",Racine,WI,50006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,73153,"Racine, WI","134,877",37,MB,DO,29,1.45,,0.11,,102.52,,7,,13.73,,5.29,,"813,977",,"7,721,801",,"562,384",,"75,318",,"1,459,015",,"926,135",
Eastern Sierra Transit Authority,Bishop,CA,91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,37,MB,DO,24,0.86,,0.18,,104.48,,21,,4.88,,0.00,,"624,626",,"3,526,594",,"722,783",,"33,755",,0,,"617,142",
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57925,"Mobile, AL","321,907",37,MB,DO,20,1.00,,0.06,,97.48,,5,,18.09,,2.72,,"439,671",,"7,931,317",,"438,510",,"81,362",,"2,921,180",,"1,103,079",
"City of Fayetteville, dba: Fayetteville Area System of Transit",Fayetteville,NC,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29440,"Fayetteville, NC","325,008",37,MB,DO,18,0.00,,0.00,,111.00,,25,,4.44,,1.06,W,936,,"7,655,998",,"1,724,055",,"68,975",,"7,237,764",W,"1,025,430",
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57925,"Mobile, AL","321,907",37,DR,DO,17,2.27,,0.05,,85.55,,2,,50.07,,6.25,,"130,171",,"2,873,662",,"57,389",,"33,590",,"459,686",,"502,115",
"City of Fayetteville, dba: Fayetteville Area System of Transit",Fayetteville,NC,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,29440,"Fayetteville, NC","325,008",37,DR,DO,13,0.00,,0.00,,108.90,,2,,50.18,,6.68,,215,,"2,762,065",,"55,043",,"25,363",,"413,708",,"396,972",
Muncie Indiana Transit System,Muncie,IN,50054,Independent Public Agency or Authority of Transit Service,Full Reporter,60625,"Muncie, IN","84,382",36,DR,DO,9,0.93,,0.02,,135.13,,3,,48.66,,9.97,,"34,038",,"1,782,660",,"36,633",,"13,192",,"178,769",,"161,034",
AppalCart,Boone,NC,41127,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,36,DR,DO,9,0.17,,0.01,,47.98,,2,,23.81,,0.00,,"5,356",,"733,024",,"30,792",,"15,277",,0,,"193,128",
"County of Washington, dba: Washington County Transit",West Bend,WI,50160,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",36,CB,PT,8,2.95,,0.06,,190.45,,4,,47.63,,1.53,,"68,821",,"1,112,974",,"23,365",,"5,844",,"726,476",,"165,365",
"Board of  Clermont County Commissioners, dba: Clermont Transportation Connection",Batavia,OH,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,MB,DO,7,2.57,,0.06,,127.70,W,3,W,42.13,,4.18,,"30,704",,"504,020",,"11,964",,"3,947",W,"120,446",,"119,799",
Northern Oklahoma Development Authority,Enid,OK,60226,"MPO, COG or Other Planning Agency",Rural Reporter,,,,36,DR,DO,36,1.92,,0.06,,35.91,,1,,34.22,,0.00,,"80,916",,"1,440,583",,"42,100",,"40,116",,0,,"567,785",
"Mid-Nebraska Community Action, dba: Reach Your Destination Easily",Kearney,NE,70081,Private-Non-Profit Corporation,Rural Reporter,,,,36,DR,DO,36,1.41,,0.06,,51.12,,2,,21.76,,0.00,,"118,125",,"1,825,637",,"83,914",,"35,711",,0,,"480,198",
"Lakeland Bus Lines, Inc.",Dover,NJ,20163,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,CB,DO,36,10.99,,0.58,,171.87,,9,,18.85,,0.55,,"6,213,811",,"10,656,130",,"565,361",,"62,001",,"19,425,917",,"914,521",
"Louisville WHEELS Transportation, Inc",Louisville,KY,41090,Private-Non-Profit Corporation,Rural Reporter,51755,"Louisville/Jefferson County, KY--IN","974,397",36,DR,DO,36,0.08,,0.00,,80.35,,1,,80.62,,0.00,,"2,310",,"2,342,370",,"29,056",,"29,152",,0,,"525,730",
"County of Washington, dba: Washington County Transit",West Bend,WI,50160,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",36,DR,PT,28,5.42,,0.16,,48.36,,1,,33.87,,3.55,,"391,262",,"2,446,857",,"72,234",,"50,600",,"688,754",,"917,761",
Muncie Indiana Transit System,Muncie,IN,50054,Independent Public Agency or Authority of Transit Service,Full Reporter,60625,"Muncie, IN","84,382",36,MB,DO,27,0.14,,0.02,,105.87,,16,,6.51,,1.80,,"116,096",,"5,224,953",,"802,093",,"49,354",,"2,903,576",,"687,719",
AppalCart,Boone,NC,41127,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,36,MB,DO,27,0.00,,0.00,,66.12,,22,,3.00,,0.00,,0,,"3,655,341",,"1,218,529",,"55,287",,0,,"697,786",
Butte County Association of Governments,Chico,CA,90208,"MPO, COG or Other Planning Agency",Full Reporter,16318,"Chico, CA","111,411",36,MB,PT,24,1.75,,0.10,,119.31,,7,,17.06,,3.47,,"837,770",,"8,162,462",,"478,597",,"68,415",,"2,354,697",,"986,322",
"Frederick County, Maryland, dba: TransIT Services of Frederick County",Frederick,MD,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,31519,"Frederick, MD","176,456",36,MB,DO,20,0.03,,0.00,,104.95,,8,,13.30,,2.49,,"13,885",,"6,301,314",,"473,677",,"60,043",,"2,528,487",,"762,044",
Butler County Regional Transit Authority,Hamilton,OH,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,DR,DO,20,4.79,,0.06,,139.95,,2,,84.50,,11.11,,"184,435",,"3,253,150",,"38,501",,"23,245",,"292,833",,"349,975",
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,MB,DO,18,0.00,,0.00,,91.58,Q,20,Q,4.55,,2.60,,0,,"4,751,162",,"1,044,770",,"51,878",Q,"1,826,153",,"253,998",Q
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",36,FB,DO,18,8.90,,1.43,,617.23,,99,,6.23,,1.74,,"33,443,241",,"23,417,248",,"3,757,873",,"37,939",,"13,490,962",,"504,037",
"Board of  Clermont County Commissioners, dba: Clermont Transportation Connection",Batavia,OH,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,DR,PT,18,0.00,,0.00,,41.20,,1,,34.27,,2.68,,0,,"1,053,088",,"30,731",,"25,558",,"392,922",,"344,879",
"Frederick County, Maryland, dba: TransIT Services of Frederick County",Frederick,MD,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,31519,"Frederick, MD","176,456",36,DR,DO,16,0.00,,0.00,,84.57,,2,,43.83,,6.87,,0,,"1,433,879",,"32,717",,"16,955",,"208,804",,"304,967",
Butler County Regional Transit Authority,Hamilton,OH,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,MB,DO,16,0.00,W,0.00,,110.23,,11,W,9.99,W,2.64,W,0,,"4,172,384",,"417,782",W,"37,852",,"1,580,293",W,"504,999",
Butte County Association of Governments,Chico,CA,90208,"MPO, COG or Other Planning Agency",Full Reporter,16318,"Chico, CA","111,411",36,DR,PT,12,2.76,,0.08,,106.96,,3,,35.36,,9.83,,"178,127",,"2,283,587",,"64,577",,"21,350",,"232,370",,"195,460",
"Board of  Clermont County Commissioners, dba: Clermont Transportation Connection",Batavia,OH,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,16885,"Cincinnati, OH--KY","1,686,744",36,DR,DO,11,42.62,,0.57,,123.15,,2,,75.21,,7.73,,"591,800",,"1,044,464",,"13,887",,"8,481",,"135,131",,"133,710",
Concho Valley Transit District,San Angelo,TX,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,78553,"San Angelo, TX","99,982",35,MB,DO,8,0.44,,0.04,,74.54,,7,,11.15,,1.51,,"73,288",,"1,878,000",,"168,402",,"25,193",,"1,241,394",,"400,944",
Golden Crescent Regional Planning Commission,Victoria,TX,60095,"MPO, COG or Other Planning Agency",Full Reporter,90514,"Victoria, TX","65,986",35,CB,DO,7,10.15,,1.00,,90.96,,9,,10.15,,0.45,,"1,111,386",,"1,111,386",,"109,480",,"12,218",,"2,449,445",,"356,912",
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,"MPO, COG or Other Planning Agency",Full Reporter,52390,"McAllen, TX","779,553",35,DR,DO,6,1.25,,0.02,,88.75,,1,,61.33,,3.66,,"14,778",,"722,674",,"11,783",,"8,143",,"197,671",,"158,272",
Mountain Empire Older Citizens Transit,Big Stone Gap,VA,30132,Private-Non-Profit Corporation,Rural Reporter,,,,35,DR,DO,35,0.00,,0.00,,52.09,,3,,18.67,,0.00,,0,,"2,109,423",,"112,975",,"40,492",,0,,"665,219",
Grand Gateway EDA/ Pelivan,Big Cabin,OK,60266,"MPO, COG or Other Planning Agency",Rural Reporter,,,,35,DR,DO,35,0.84,,0.03,,33.40,,1,,29.62,,0.00,,"52,356",,"1,841,615",,"62,174",,"55,144",,0,,"530,073",
"STEP, Inc.",Williamsport,PA,31036,Private-Non-Profit Corporation,Rural Reporter,95455,"Williamsport, PA","55,344",35,DR,DO,32,25.66,,0.77,,101.34,,3,,33.32,,0.00,,"1,724,241",,"2,239,117",,"67,199",,"22,095",,0,,"602,252",
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,22366,"Davenport, IA--IL","285,211",35,DR,DO,32,3.67,,0.16,,70.31,,3,,23.17,,3.06,,"582,128",,"3,677,073",,"158,713",,"52,297",,"1,201,249",,"702,870",
"Valley Metro Rail, Inc.",Phoenix,AZ,90209,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313",35,LR,PT,32,0.62,,0.09,,295.89,,45,,6.64,,1.00,,"5,157,743",,"55,326,243",,"8,335,678",,"186,981",,"55,545,850",,"2,896,298",
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,22366,"Davenport, IA--IL","285,211",35,MB,DO,3,0.30,,0.01,,80.89,,2,,50.66,,4.44,,"1,716",,"294,032",,"5,804",,"3,635",,"66,159",,"64,089",
"Valley Metro Rail, Inc.",Phoenix,AZ,90209,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,69184,"Phoenix--Mesa--Scottsdale, AZ","3,976,313",35,SR,PT,3,0.00,W,0.00,,228.70,,43,W,5.30,W,7.58,W,0,,"542,700",,"102,461",W,"2,373",,"71,551",W,"14,079",
"STEP, Inc.",Williamsport,PA,31036,Private-Non-Profit Corporation,Rural Reporter,95455,"Williamsport, PA","55,344",35,DR,TX,3,30.41,,0.97,,90.37,,3,,31.39,,0.00,,"35,370",,"36,510",,"1,163",,404,,0,,"16,608",
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,"MPO, COG or Other Planning Agency",Full Reporter,52390,"McAllen, TX","779,553",35,MB,DO,29,1.82,,0.06,,94.86,,3,,28.01,,3.17,,"464,116",,"7,150,188",,"255,265",,"75,380",,"2,253,990",,"1,691,587",
Concho Valley Transit District,San Angelo,TX,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,78553,"San Angelo, TX","99,982",35,DR,DO,27,0.52,,0.01,,98.77,,2,,55.47,,2.80,,"32,895",,"3,486,347",,"62,853",,"35,299",,"1,244,065",,"694,816",
Golden Crescent Regional Planning Commission,Victoria,TX,60095,"MPO, COG or Other Planning Agency",Full Reporter,90514,"Victoria, TX","65,986",35,DR,DO,18,0.67,,0.01,,110.55,,2,,53.91,,7.51,,"27,080",,"2,178,822",,"40,417",,"19,709",,"290,081",,"277,082",W
Golden Crescent Regional Planning Commission,Victoria,TX,60095,"MPO, COG or Other Planning Agency",Full Reporter,90514,"Victoria, TX","65,986",35,MB,DO,10,0.00,,0.00,,74.90,,10,,7.59,,4.86,,105,,"1,618,295",,"213,222",,"21,605",,"332,649",,"360,570",
Topeka Metropolitan Transit Authority,Topeka,KS,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,88084,"Topeka, KS","148,956",34,DR,DO,8,3.68,,0.06,,130.22,,2,,58.65,,16.03,,"54,005",,"861,782",,"14,693",,"6,618",,"53,776",,"80,630",
"Transit Authority of Central Kentucky, dba: TACK Transit",Elizabethtown,KY,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,26750,"Elizabethtown--Radcliff, KY","76,441",34,VP,DO,8,9.88,,2.38,,19.14,,5,,4.14,,0.14,,"97,300",,"40,801",,"9,847",,"2,132",,"291,329",,"83,237",
"Downeast Transportation, Inc.",Trenton,ME,10175,Private-Non-Profit Corporation,Rural Reporter,,,,34,CB,DO,6,4.01,,0.13,,172.94,,5,,31.65,,0.00,,"93,058",,"735,185",,"23,226",,"4,251",,0,,"111,132",
Topeka Metropolitan Transit Authority,Topeka,KS,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,88084,"Topeka, KS","148,956",34,DR,TX,5,2.52,,0.23,,46.68,,4,,10.78,,2.49,,"56,406",,"240,787",,"22,344",,"5,158",,"96,528",,"80,029",
SMART Starkville-MSU Area Rapid Transit,Mississippi State,MS,41030,University,Rural Reporter,,,,34,DR,DO,4,0.00,,0.00,,28.93,,1,,32.84,,0.00,,0,,"199,643",,"6,079",,"6,902",,0,,"52,704",
Wayne Area Transportation Service,Lyons,NY,20983,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,34,MB,DO,34,0.33,,0.01,,105.20,,3,,34.53,,0.00,,"25,684",,"2,688,088",,"77,841",,"25,553",,0,,"603,675",
"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,20166,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",34,MB,DO,34,1.83,,0.71,,83.49,,32,,2.58,,1.05,,"4,894,714",,"6,902,049",,"2,678,767",,"82,670",,"6,578,247",,"758,117",
Suburban Transit Corporation,New Brunswick,NJ,20128,Private-For-Profit Corporation,Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",34,CB,DO,34,12.63,,0.42,,201.73,Q,7,Q,30.37,,0.80,,"8,013,254",,"19,272,297",,"634,497",,"95,533",Q,"24,111,710",,"1,186,581",Q
Wayne County Area Agency on Aging,Honesdale,PA,31035,Area Agency on Aging,Rural Reporter,,,,34,DR,DO,34,43.13,,1.00,,49.18,,1,,43.13,,0.00,,"1,913,189",,"1,913,189",,"44,355",,"38,901",,0,,"879,707",
Choctaw Nation of Oklahoma,Durant,OK,60003,Tribe,Reduced Reporter,40,Oklahoma Non-UZA,"1,994,607",34,DR,DO,34,5.98,,0.06,,133.45,,1,,104.84,,0.00,,"191,385",,"3,356,712",,"32,017",,"25,153",,0,,"960,169",
Southwest  Human Resource Agency,Henderson,TN,41151,Independent Public Agency or Authority of Transit Service,Rural Reporter,,,,34,DR,DO,34,0.64,,0.01,,76.20,,1,,57.26,,0.00,,"52,169",,"4,633,679",,"80,921",,"60,813",,0,,"1,224,262",
Chickasaw Nation,Ada,OK,60002,Tribe,Reduced Reporter,40,Oklahoma Non-UZA,"1,994,607",34,DR,DO,34,0.14,,0.00,,66.18,,1,,80.88,,0.00,,"2,947",,"1,755,243",,"21,703",,"26,521",,0,,"569,615",
Central Indiana Regional Transportation Authority,Indianapolis,IN,50209,Independent Public Agency or Authority of Transit Service,Full Reporter,41212,"Indianapolis, IN","1,699,881",34,VP,PT,32,4.09,,0.87,,41.07,,9,,4.71,,0.09,,"510,941",,"588,177",,"124,797",,"14,321",,"6,593,505",,"747,571",
SMART Starkville-MSU Area Rapid Transit,Mississippi State,MS,41030,University,Rural Reporter,,,,34,MB,DO,30,0.00,,0.00,,52.70,,7,,7.08,,0.00,,0,,"3,155,502",,"445,997",,"59,881",,0,,"693,653",
"Downeast Transportation, Inc.",Trenton,ME,10175,Private-Non-Profit Corporation,Rural Reporter,,,,34,MB,DO,28,0.18,,0.02,,99.02,,11,,9.12,,0.00,,"54,034",,"2,762,342",,"303,020",,"27,897",,0,,"386,441",
