Agency,NTD ID,Operating Federal,Operating State,Operating Local,Operating Other,Capital Federal,Capital State,Capital Local,Capital Other,Number of Operating Fleets,Ridership,Total OE,OpExp VO,OpExp VM,OpExp NVM,OpExp GA,FARES,DRM,VRM,VRH,UPT,PMT,Days of Service Operated,Days Not Operated Due to Emergencies,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW,City,State,Cluster
Schuylkill Transportation System,30127,1400000.0,1474301.0,78621.0,1649206.0,10118717.0,3546361.0,196329.0,0.0,76.0,0.0,4602128.0,0.0,0.0,0.0,0.0,1317849.0,0.0,574473.0,31286.0,183620.0,0.0,0.0,0.0,0.0,0.0,Pottsville,PA,0
Anne Arundel County,30129,5100520.0,0.0,6623512.0,0.0,0.0,0.0,0.0,0.0,62.0,1663498.0,11247732.0,7877654.0,1361866.0,107641.0,1900571.0,0.0,67.0,1354430.0,85512.0,149909.0,1154558.0,609.0,0.0,0.0,67.0,Annapolis,MD,21
Baltimore County Department of Public Works Transportation,30130,126349.0,420467.0,574663.0,0.0,105334.0,0.0,26334.0,0.0,50.0,0.0,1121479.0,0.0,0.0,0.0,0.0,0.0,0.0,302251.0,32356.0,56880.0,0.0,0.0,0.0,0.0,0.0,Towson,MD,0
"Board of County Commissioners of Calvert County, Maryland",30131,1303448.0,17376.0,391964.0,66321.0,0.0,0.0,0.0,0.0,28.0,0.0,1779109.0,0.0,0.0,0.0,0.0,66321.0,0.0,489263.0,24753.0,76567.0,0.0,0.0,0.0,0.0,0.0,Prince Frederick,MD,0
Mountain Empire Older Citizens Transit,30132,1583156.0,526267.0,0.0,0.0,69881.0,0.0,0.0,0.0,35.0,0.0,2109423.0,0.0,0.0,0.0,0.0,0.0,0.0,665219.0,40492.0,112975.0,0.0,0.0,0.0,0.0,0.0,Big Stone Gap,VA,0
Potomac Valley Transit Authority,30135,1430404.0,215000.0,86000.0,1249014.0,0.0,0.0,344835.0,0.0,44.0,0.0,2980418.0,0.0,0.0,0.0,0.0,452689.0,0.0,602975.0,30681.0,115828.0,0.0,0.0,0.0,0.0,0.0,Petersburg,WV,0
Monroe County Transportation  Authority,30137,1479051.0,3158700.0,242447.0,771861.0,222021.0,2607434.0,10377.0,0.0,56.0,1225485.0,5652059.0,2641955.0,656364.0,210298.0,2143442.0,673640.0,122.4,1037481.0,49580.0,272106.0,2418511.0,593.0,1.0,0.0,122.4,Swiftwater,PA,8
"Barbour Co. Senior Center , dba: Here & There Transit",30138,483163.0,19865.0,24776.0,26616.0,0.0,0.0,0.0,0.0,24.0,0.0,554420.0,0.0,0.0,0.0,0.0,26616.0,0.0,221941.0,16515.0,22826.0,0.0,0.0,0.0,0.0,0.0,Philippi,WV,0
Mountain Transit Authority,30140,1317164.0,0.0,0.0,69677.0,25943.0,6486.0,476013.0,0.0,46.0,0.0,1386841.0,0.0,0.0,0.0,0.0,69677.0,0.0,548689.0,17957.0,67425.0,0.0,0.0,0.0,0.0,0.0,Summersville,WV,0
"Butler Transit  Authority, dba: The Bus",30141,1448311.0,506155.0,60680.0,188204.0,1613283.0,426881.0,19071.0,0.0,42.0,0.0,2148609.0,0.0,0.0,0.0,0.0,162465.0,0.0,272972.0,18572.0,147861.0,0.0,0.0,0.0,0.0,0.0,Butler,PA,0
Lake Area Bus,30142,93626.0,50360.0,0.0,18024.0,52671.0,45534.0,0.0,17053.0,2.0,0.0,162010.0,0.0,0.0,0.0,0.0,18024.0,0.0,54053.0,5390.0,11777.0,0.0,0.0,0.0,0.0,0.0,South Hill,VA,0
Town of Chincoteague,30147,35875.0,13998.0,21877.0,1724.0,0.0,0.0,0.0,0.0,3.0,0.0,73474.0,0.0,0.0,0.0,0.0,1724.0,0.0,6777.0,880.0,3001.0,0.0,0.0,0.0,0.0,0.0,Panacea,FL,0
Fairmont Marion County Transit Authority,30149,533048.0,533048.0,1344724.0,372506.0,0.0,0.0,0.0,0.0,56.0,0.0,2783326.0,0.0,0.0,0.0,0.0,367030.0,0.0,540748.0,27547.0,149526.0,0.0,0.0,0.0,0.0,0.0,Fairmont,WV,0
New Castle Area Transit Authority,30151,3800000.0,2557150.0,269225.0,299965.0,0.0,2430830.0,5043.0,0.0,138.0,0.0,6926340.0,0.0,0.0,0.0,0.0,259971.0,0.0,953197.0,53860.0,352906.0,0.0,0.0,0.0,0.0,0.0,New Castle,PA,0
Mayor and City Council Town of Ocean City,30155,2898051.0,110000.0,156707.0,1922089.0,0.0,0.0,0.0,0.0,104.0,0.0,5086847.0,0.0,0.0,0.0,0.0,1922089.0,0.0,758254.0,76892.0,1135978.0,0.0,0.0,0.0,0.0,0.0,Ocean City,MD,0
Town of Altavista,30157,49684.0,37033.0,18619.0,6868.0,4040.0,808.0,202.0,0.0,2.0,0.0,112204.0,0.0,0.0,0.0,0.0,4368.0,0.0,48696.0,3043.0,14878.0,0.0,0.0,0.0,0.0,0.0,Altavista,VA,0
Dorchester County Council,30161,480125.0,262490.0,92382.0,179183.0,60740.0,0.0,15185.0,0.0,56.0,0.0,1014180.0,0.0,0.0,0.0,0.0,157140.0,0.0,462204.0,20792.0,74392.0,0.0,0.0,0.0,0.0,0.0,Cambridge,MD,0
Little Kanawha Transit Authority,30162,583988.0,91000.0,12869.0,20431.0,0.0,0.0,0.0,0.0,10.0,0.0,708288.0,0.0,0.0,0.0,0.0,20140.0,0.0,124330.0,14058.0,31546.0,0.0,0.0,0.0,0.0,0.0,Mount Zion,WV,0
Town of Bluefield/Graham Transit,30164,231917.0,109519.0,8298.0,7283.0,0.0,67000.0,6010.0,0.0,3.0,0.0,357017.0,0.0,0.0,0.0,0.0,7283.0,0.0,129480.0,7979.0,29128.0,0.0,0.0,0.0,0.0,0.0,Bluefield,VA,0
Farmville Area Bus,30165,300875.0,238252.0,154765.0,8951.0,49063.0,9813.0,2578.0,0.0,14.0,0.0,702843.0,0.0,0.0,0.0,0.0,8951.0,0.0,174059.0,11837.0,77681.0,0.0,0.0,0.0,0.0,0.0,Farmville,VA,0
"County of Carbon, dba: Carbon County Community Transit",30167,134407.0,726893.0,67486.0,631828.0,0.0,0.0,0.0,0.0,28.0,0.0,1508546.0,0.0,0.0,0.0,0.0,631810.0,0.0,298826.0,16584.0,28607.0,0.0,0.0,0.0,0.0,0.0,Jim Thorpe,PA,0
"Endless Mountains Transportation Authority, dba: BeST Transit",30170,1334103.0,1214877.0,80301.0,2588272.0,83515.0,257754.0,7894.0,0.0,106.0,0.0,5217553.0,0.0,0.0,0.0,0.0,2172603.0,0.0,1404165.0,52108.0,127160.0,0.0,0.0,0.0,0.0,0.0,Athens,PA,0
Bay Transit,30172,2246428.0,1253432.0,891939.0,78900.0,290521.0,2792.0,0.0,0.0,40.0,0.0,4470699.0,0.0,0.0,0.0,0.0,78900.0,0.0,1392984.0,60526.0,119573.0,0.0,0.0,0.0,0.0,0.0,Urbanna,VA,0
Four County Transit,30174,1084089.0,596542.0,419271.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2099902.0,0.0,0.0,0.0,0.0,0.0,0.0,648176.0,31325.0,106986.0,0.0,0.0,0.0,0.0,0.0,Cedar Bluff,VA,0
"Indiana County Transit Authority, dba: IndiGO",30177,1500000.0,597317.0,76583.0,1133481.0,2919318.0,829837.0,0.0,10436.0,38.0,0.0,3307381.0,0.0,0.0,0.0,0.0,1024027.0,0.0,554493.0,36091.0,161533.0,0.0,0.0,0.0,0.0,0.0,Indiana,PA,0
"Unified Human Services Transportation Systems, Inc",30178,639503.0,396464.0,10218.0,0.0,159966.0,0.0,0.0,0.0,25.0,0.0,1046185.0,0.0,0.0,0.0,0.0,0.0,0.0,317309.0,18234.0,56904.0,0.0,0.0,0.0,0.0,0.0,Roanoke,VA,0
Tri River Transit,30183,1908828.0,300000.0,62375.0,57407.0,0.0,0.0,0.0,0.0,58.0,0.0,2328610.0,0.0,0.0,0.0,0.0,53967.0,0.0,897770.0,42354.0,76673.0,0.0,0.0,0.0,0.0,0.0,West Hamlin,WV,0
Blackstone Area Bus Service,30184,289900.0,111593.0,135140.0,25935.0,73812.0,0.0,3425.0,0.0,8.0,0.0,562568.0,0.0,0.0,0.0,0.0,25935.0,0.0,414537.0,15570.0,24049.0,0.0,0.0,0.0,0.0,0.0,Blackstone,VA,0
Crawford Area Transportation Authority,30185,1621358.0,1269074.0,1501.0,1258970.0,1030550.0,658701.0,0.0,0.0,84.0,0.0,4150903.0,0.0,0.0,0.0,0.0,1070747.0,0.0,792493.0,50756.0,215339.0,0.0,0.0,0.0,0.0,0.0,Meadville,PA,0
"The County Commissioners of Caroline County, Maryland",30186,590188.0,300734.0,222348.0,111909.0,126856.0,15185.0,18410.0,0.0,38.0,0.0,1225179.0,0.0,0.0,0.0,0.0,93546.0,0.0,368519.0,29149.0,41290.0,0.0,0.0,0.0,0.0,0.0,Denton,MD,0
"Preston County Sr. Cit, Inc. , dba: Buckwheat Express",30190,827050.0,0.0,0.0,4141.0,0.0,0.0,0.0,0.0,40.0,0.0,831191.0,0.0,0.0,0.0,0.0,4141.0,0.0,273338.0,16365.0,16435.0,0.0,0.0,0.0,0.0,0.0,Kingwood,WV,0
Queen Anne's County Department of Aging,30192,929079.0,370708.0,82935.0,35988.0,0.0,0.0,0.0,0.0,26.0,0.0,1418710.0,0.0,0.0,0.0,0.0,35988.0,0.0,191427.0,21450.0,17352.0,0.0,0.0,0.0,0.0,0.0,Centreville,MD,0
"Mid-County Transit Authority, dba: Town and Country Transit",30194,211052.0,531808.0,54035.0,236894.0,0.0,13480.0,451.0,0.0,24.0,0.0,1033789.0,0.0,0.0,0.0,0.0,235100.0,0.0,165732.0,9974.0,33949.0,0.0,0.0,0.0,0.0,0.0,Kittanning,PA,0
Area Transportation Authority of North Central PA,30196,4600000.0,3161573.0,370269.0,1261654.0,2992280.0,1016345.0,29959.0,0.0,201.0,0.0,9393496.0,0.0,0.0,0.0,0.0,1205282.0,0.0,1372582.0,106646.0,297838.0,0.0,0.0,0.0,0.0,0.0,Johnsonburg,PA,0
"City of Suffolk, dba: Suffolk Transit",30198,1458885.0,31334.0,138038.0,80481.0,337859.0,68498.0,25884.0,0.0,16.0,0.0,1708738.0,0.0,0.0,0.0,0.0,64817.0,0.0,415022.0,21717.0,75266.0,0.0,0.0,0.0,0.0,0.0,Suffolk,VA,0
New River Transit Authority,30199,773962.0,344269.0,0.0,65131.0,55363.0,0.0,18455.0,0.0,30.0,0.0,1183362.0,0.0,0.0,0.0,0.0,65131.0,0.0,221962.0,16603.0,57860.0,0.0,0.0,0.0,0.0,0.0,Beckley,WV,0
City of Radford,30200,1058482.0,550298.0,63303.0,0.0,413468.0,570151.0,62939.0,0.0,11.0,0.0,1672083.0,0.0,0.0,0.0,0.0,0.0,0.0,323215.0,33059.0,129679.0,0.0,0.0,0.0,0.0,0.0,Radford,VA,0
City of Baltimore,30201,0.0,1982011.0,6288916.0,19838.0,0.0,0.0,0.0,0.0,42.0,544941.0,8050576.0,4595510.0,1930484.0,76353.0,1448229.0,0.0,31.17,490358.0,77107.0,1248850.0,1958822.0,622.0,0.0,0.0,24.0,Baltimore,MD,21
South Central Transit Authority,30202,18400413.0,9858588.0,920458.0,6635887.0,5691646.0,3263246.0,335888.0,0.0,489.0,6038695.0,35592324.0,23599818.0,3461545.0,2540405.0,5990556.0,5283451.0,741.0,5428399.0,390645.0,3165541.0,15595822.0,974.0,0.0,0.0,741.0,Lancaster,PA,16
York County,30203,0.0,0.0,134364.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,134364.0,0.0,0.0,0.0,0.0,0.0,0.0,21771.0,2744.0,60494.0,0.0,0.0,0.0,0.0,0.0,Yorktown,VA,0
Colonial Williamsburg Foundation,30204,407130.0,74319.0,806763.0,32390.0,0.0,0.0,0.0,0.0,6.0,0.0,1320602.0,0.0,0.0,0.0,0.0,32390.0,0.0,115129.0,14299.0,846468.0,0.0,0.0,0.0,0.0,0.0,Williamsburg,VA,0
"Transit Management of Central Maryland, Inc.",30205,3000000.0,3678003.0,8591987.0,820597.0,0.0,0.0,0.0,0.0,150.0,2320000.0,15463014.0,10516428.0,2380627.0,654015.0,1911944.0,667328.0,349.0,2121983.0,140667.0,664211.0,3928683.0,1085.0,6.0,0.0,349.0,Annapolis Junction,MD,12
Central Shenandoah Planning District Commission,30989,2108507.0,277718.0,400262.0,77020.0,0.0,0.0,0.0,0.0,36.0,0.0,1859315.0,0.0,0.0,0.0,0.0,77020.0,0.0,710179.0,36640.0,162733.0,0.0,0.0,0.0,0.0,0.0,Staunton,VA,0
Airport Corridor Transportation Association,30990,0.0,569296.0,90215.0,10249.0,0.0,0.0,0.0,0.0,2.0,0.0,646252.0,0.0,0.0,0.0,0.0,8817.0,0.0,96636.0,6627.0,29042.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh,PA,0
Greensville Emporia Transit System,31025,86103.0,47956.0,44333.0,13319.0,0.0,0.0,0.0,0.0,2.0,0.0,191711.0,0.0,0.0,0.0,0.0,13319.0,0.0,53904.0,3089.0,5433.0,0.0,0.0,0.0,0.0,0.0,Emporia,VA,0
"Allied Coordinated Transportation Services, Inc.",31028,168312.0,0.0,0.0,1109900.0,168000.0,435109.0,0.0,0.0,24.0,0.0,1278212.0,0.0,0.0,0.0,0.0,1105485.0,0.0,261997.0,14218.0,71481.0,0.0,0.0,0.0,0.0,0.0,New Castle,PA,0
"Blair Senior Services, Inc.",31029,763435.0,0.0,0.0,1407712.0,550868.0,60768.0,0.0,0.0,24.0,0.0,2171147.0,0.0,0.0,0.0,0.0,1407712.0,0.0,404797.0,29847.0,78189.0,0.0,0.0,0.0,0.0,0.0,Altoona,PA,0
"Call-A-Ride Service, Inc.",31031,0.0,0.0,0.0,984472.0,320000.0,23793.0,0.0,0.0,10.0,0.0,984472.0,0.0,0.0,0.0,0.0,686031.0,0.0,275674.0,12530.0,30170.0,0.0,0.0,0.0,0.0,0.0,Lewistown,PA,0
Clarion County,31032,0.0,0.0,0.0,911031.0,519916.0,141334.0,0.0,0.0,11.0,0.0,911031.0,0.0,0.0,0.0,0.0,909846.0,0.0,262265.0,10758.0,17209.0,0.0,0.0,0.0,0.0,0.0,Clarion,PA,0
Forest County Transportation,31034,0.0,50000.0,38535.0,427852.0,0.0,0.0,0.0,0.0,15.0,0.0,516387.0,0.0,0.0,0.0,0.0,378238.0,0.0,231745.0,7391.0,14032.0,0.0,0.0,0.0,0.0,0.0,Tionesta,PA,0
Wayne County Area Agency on Aging,31035,0.0,0.0,0.0,1913189.0,0.0,133539.0,0.0,0.0,34.0,0.0,1913189.0,0.0,0.0,0.0,0.0,1913189.0,0.0,879707.0,38901.0,44355.0,0.0,0.0,0.0,0.0,0.0,Honesdale,PA,0
"STEP, Inc.",31036,270000.0,0.0,1175.0,2004452.0,171600.0,231367.0,0.0,0.0,70.0,0.0,2275627.0,0.0,0.0,0.0,0.0,1759611.0,0.0,618860.0,22499.0,68362.0,0.0,0.0,0.0,0.0,0.0,Williamsport,PA,0
Pike County,31038,0.0,0.0,415505.0,475055.0,0.0,0.0,0.0,0.0,17.0,0.0,890560.0,0.0,0.0,0.0,0.0,475055.0,0.0,254467.0,9853.0,20839.0,0.0,0.0,0.0,0.0,0.0,Hawley,PA,0
Huntingdon-Bedford-Fulton Area Agency on Aging,31039,0.0,656054.0,1334.0,1206302.0,452000.0,217030.0,0.0,0.0,26.0,0.0,1863690.0,0.0,0.0,0.0,0.0,1192501.0,0.0,442980.0,18403.0,58087.0,0.0,0.0,0.0,0.0,0.0,Bedford,PA,0
Greene County - PA,31040,160000.0,0.0,37057.0,809412.0,150048.0,0.0,0.0,0.0,11.0,0.0,1006469.0,0.0,0.0,0.0,0.0,796782.0,0.0,253289.0,14961.0,31324.0,0.0,0.0,0.0,0.0,0.0,Waynesburg,PA,0
County of Butler,31041,265597.0,0.0,0.0,336569.0,0.0,77500.0,0.0,0.0,14.0,0.0,602166.0,0.0,0.0,0.0,0.0,328658.0,0.0,118495.0,5896.0,18095.0,0.0,0.0,0.0,0.0,0.0,Butler,PA,0
Centre County Transportation,31042,0.0,239000.0,207253.0,1101574.0,303500.0,0.0,0.0,0.0,23.0,0.0,1547827.0,0.0,0.0,0.0,0.0,1101553.0,0.0,564257.0,28559.0,55876.0,0.0,0.0,0.0,0.0,0.0,Bellefonte,PA,0
Somerset County,31044,0.0,0.0,0.0,479391.0,0.0,123913.0,0.0,0.0,16.0,0.0,479391.0,0.0,0.0,0.0,0.0,382419.0,0.0,149837.0,8599.0,25896.0,0.0,0.0,0.0,0.0,0.0,Somerset,PA,0
Susquehanna County Commissioners,31045,0.0,0.0,0.0,1175262.0,244164.0,69005.0,0.0,0.0,22.0,0.0,1175262.0,0.0,0.0,0.0,0.0,1118981.0,0.0,432307.0,19241.0,32499.0,0.0,0.0,0.0,0.0,0.0,Montrose,PA,0
Chattanooga Area Regional Transportation Authority,40001,5939868.0,2770623.0,6309280.0,9147242.0,6051021.0,2044823.0,865914.0,0.0,258.0,2434529.0,21737517.0,12378225.0,4660288.0,900030.0,3798974.0,4398485.0,370.72,2251478.0,186882.0,1659923.0,5403664.0,1077.0,0.0,0.0,369.0,Chattanooga,TN,22
"City of Knoxville, dba: Knoxville Area Transit",40002,16242746.0,5444434.0,479666.0,0.0,15431875.0,1924108.0,1933861.0,0.0,142.0,3180980.0,22160526.0,13398607.0,5542552.0,234026.0,2985341.0,1196546.0,306.9,2955446.0,233356.0,2062007.0,6385919.0,722.0,0.0,0.0,306.9,Knoxville,TN,13
"City of Memphis, dba: Memphis Area Transit Authority",40003,36690058.0,8423114.0,12874775.0,2399373.0,5295080.0,687882.0,2697678.0,0.0,411.0,6607680.0,59932315.0,31030813.0,13427004.0,1671005.0,13803493.0,1801288.0,715.52,5741608.0,373895.0,2976709.0,15692725.0,1093.0,0.0,0.0,705.5,Memphis,TN,16
Metropolitan Transit Authority,40004,25317666.0,5268323.0,42890401.0,0.0,4717141.0,1229214.0,3514438.0,25452.0,717.0,8850567.0,72299970.0,42012929.0,11337329.0,4962472.0,13987240.0,6955934.0,518.2,8744151.0,632857.0,6370413.0,30858786.0,1095.0,0.0,0.0,518.2,Madison,TN,20
"City of Asheville, dba: ART (Asheville Redefines Transit)",40005,2989678.0,1105753.0,5975962.0,479222.0,1432990.0,0.0,358247.0,0.0,19.0,1294356.0,10550615.0,3831656.0,1996110.0,1903815.0,2819034.0,479222.0,179.0,1287477.0,100062.0,1485058.0,4039338.0,363.0,0.0,0.0,179.0,Asheville,NC,21
"Cape Fear Public Transportation Authority, dba: Wave Transit",40006,5058762.0,1088184.0,2026467.0,417084.0,60618.0,0.0,15154.0,0.0,129.0,1617333.0,8592522.0,4437815.0,866735.0,149374.0,3138598.0,1768628.0,218.0,1505790.0,102655.0,710993.0,2108293.0,758.0,0.0,0.0,218.0,Wilmington,NC,21
"City of Raleigh, dba: GoRaleigh",40007,9111810.0,0.0,37966925.0,0.0,4294822.0,0.0,28638157.0,0.0,786.0,4228651.0,46087850.0,26317644.0,7755523.0,1717851.0,10296832.0,50721.0,503.2,7473807.0,581937.0,4618080.0,18981995.0,726.0,0.0,0.0,503.2,Raleigh,NC,13
"City of Charlotte North Carolina, dba: Charlotte Area Transit System",40008,26496155.0,9603575.0,136891817.0,15948462.0,45599944.0,3440918.0,4191382.0,0.0,1734.0,15267132.0,175653827.0,78076712.0,29041822.0,8858695.0,59676598.0,12711194.0,1270.32,13788453.0,955341.0,12640017.0,58489689.0,2010.0,0.0,0.0,1176.5,Charlotte,NC,14
"City of Fayetteville, dba: Fayetteville Area System of Transit",40009,6200828.0,746023.0,3189763.0,446817.0,3817105.0,271588.0,481409.0,0.0,111.0,1630457.0,10572483.0,6659559.0,1696402.0,767405.0,1449117.0,1151.0,202.7,1505381.0,101638.0,1788844.0,7741364.0,962.0,0.0,0.0,202.7,Fayetteville,NC,21
"City of Gastonia, dba: Gastonia Transit",40010,1989977.0,191889.0,25214.0,11017.0,739542.0,0.0,83033.0,0.0,18.0,0.0,2218097.0,0.0,0.0,0.0,0.0,0.0,0.0,334014.0,21830.0,199166.0,0.0,0.0,0.0,0.0,0.0,Gastonia,NC,0
"City of High Point, dba: High Point Transit System",40011,2923307.0,557905.0,783927.0,306175.0,736890.0,49787.0,134436.0,0.0,36.0,0.0,4571314.0,0.0,0.0,0.0,0.0,265233.0,0.0,488130.0,34747.0,606504.0,0.0,0.0,0.0,0.0,0.0,High Point,NC,0
"City of Winston Salem, dba: Winston-Salem Transit Authority",40012,5747829.0,1181062.0,11144428.0,1392801.0,309567.0,0.0,75418.0,0.0,116.0,3019601.0,19466120.0,12977224.0,3294562.0,72512.0,3121822.0,1320825.0,211.1,2894779.0,207076.0,1580823.0,5740308.0,717.0,1.0,0.0,211.1,Winston Salem,NC,4
"Ms Coast Transportation Authority, dba: Coast Transit Authority",40014,5714096.0,0.0,1339088.0,1906396.0,6252176.0,480000.0,1001073.0,100000.0,204.0,2025969.0,8700720.0,4079265.0,1452788.0,879972.0,2288695.0,1192408.0,192.0,1905059.0,100959.0,639371.0,6433532.0,1022.0,0.0,0.0,192.0,Gulfport,MS,1
"City of Jackson, MS, dba: JTRAN-City of Jackson, MS",40015,3738926.0,480000.0,3851546.0,393208.0,878299.0,0.0,219575.0,0.0,56.0,987789.0,8464692.0,4815424.0,1363054.0,206595.0,2079619.0,393208.0,153.3,915768.0,60895.0,414429.0,962389.0,616.0,0.0,0.0,153.3,Jackson,MS,21
"City of Ashland, dba: Ashland Bus System",40016,1020825.0,24310.0,230306.0,26640.0,0.0,0.0,0.0,0.0,24.0,0.0,1302081.0,0.0,0.0,0.0,0.0,23258.0,0.0,205238.0,19200.0,59777.0,0.0,0.0,0.0,0.0,0.0,Ashland,KY,0
"Lexington Transit Authority, dba: Lextran",40017,5505343.0,830201.0,16542946.0,3975732.0,2233937.0,383467.0,0.0,0.0,285.0,3371670.0,26433406.0,16204002.0,4400696.0,1132129.0,4696579.0,3677434.0,186.0,3134633.0,284444.0,2971187.0,14441887.0,1032.0,0.0,0.0,186.0,Lexington,KY,1
Transit Authority of River City,40018,25290184.0,4611907.0,52051719.0,7842904.0,12322234.0,2593502.0,519707.0,0.0,1200.0,8941324.0,88705221.0,52297026.0,15442332.0,1553476.0,19412387.0,6849534.0,1042.0,9659899.0,781389.0,5341409.0,20255300.0,1267.0,0.0,0.0,1042.0,Louisville,KY,23
Transit Authority of Northern Kentucky,40019,7282043.0,444119.0,15069539.0,3225518.0,1892908.0,157314.0,0.0,0.0,242.0,4359435.0,25123841.0,16436462.0,3952143.0,807871.0,3927365.0,2648694.0,253.6,3590462.0,236373.0,1505603.0,10227424.0,720.0,0.0,0.0,253.6,Covington,KY,13
"City of Owensboro, dba: Owensboro Transit Systems",40020,1829950.0,14188.0,1051870.0,284668.0,2665723.0,125845.0,82508.0,0.0,9.0,0.0,3180676.0,0.0,0.0,0.0,0.0,34544.0,0.0,386908.0,29194.0,214013.0,0.0,0.0,0.0,0.0,0.0,Owensboro,KY,0
"City of Albany , dba: Albany Transit System",40021,1392102.0,113250.0,1895016.0,552873.0,3636158.0,1573528.0,1162230.0,0.0,30.0,488871.0,3953241.0,2009387.0,913157.0,75500.0,955197.0,544473.0,161.0,482747.0,28545.0,299333.0,1598390.0,605.0,0.0,0.0,161.0,0,GA,21
Metropolitan Atlanta Rapid Transit Authority,40022,248268816.0,0.0,265049474.0,109667720.0,55135346.0,7612172.0,206264882.0,0.0,4060.0,52954911.0,520531148.0,235604634.0,99565312.0,68366823.0,116994379.0,63457470.0,1898.94,47881557.0,2987901.0,51429953.0,305150981.0,1460.0,0.0,0.0,1786.5,Atlanta,GA,2
Augusta Richmond County Transit Department,40023,2631285.0,747450.0,2436909.0,394780.0,190801.0,0.0,36496.0,0.0,38.0,613229.0,6210424.0,3451630.0,1411895.0,430465.0,916434.0,378117.0,142.4,573690.0,52679.0,425251.0,1547541.0,610.0,0.0,0.0,142.4,Augusta,GA,21
"Columbus Consolidated Government, dba: Columbus Metropolitan Transit System",40024,0.0,0.0,4234274.0,606066.0,5947865.0,621486.0,1044160.0,0.0,42.0,0.0,4840340.0,0.0,0.0,0.0,0.0,588557.0,0.0,1167498.0,89746.0,589081.0,0.0,0.0,0.0,0.0,0.0,Columbus,GA,0
Chatham Area Transit Authority,40025,4694966.0,0.0,18100973.0,1625590.0,1882012.0,0.0,1126635.0,81152.0,248.0,2875219.0,24236202.0,10612230.0,3768155.0,1584786.0,8271031.0,3709488.0,390.82,2628616.0,174714.0,2456795.0,5673080.0,1165.0,0.0,0.0,389.4,Savannah,GA,22
"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",40026,7746714.0,1926112.0,5714729.0,1000618.0,525965.0,0.0,11750.0,0.0,98.0,2207225.0,16388173.0,10900811.0,2191206.0,445092.0,2851064.0,911322.0,306.0,1926471.0,139896.0,1309642.0,7020190.0,721.0,9.0,0.0,306.0,Sarasota,FL,17
Pinellas Suncoast Transit Authority,40027,22685392.0,8243212.0,63554165.0,7584964.0,9777554.0,1933903.0,3783095.0,0.0,1620.0,11609914.0,97304173.0,55494866.0,13254303.0,2777984.0,25777020.0,7008920.0,875.6,10772978.0,772653.0,8648138.0,46953946.0,1815.0,9.0,0.0,874.5,Saint Petersburg,FL,19
"Lee County Transit, dba: LeeTran",40028,12563966.0,5070557.0,6121808.0,4404201.0,6692361.0,3162963.0,2330442.0,0.0,182.0,5249669.0,28031267.0,21251358.0,2232139.0,1263490.0,3284280.0,2451734.0,545.0,4756395.0,303204.0,2231974.0,12768415.0,714.0,6.0,0.0,545.0,Fort Myers,FL,12
"Broward County Board of County Commissioners, dba: Broward County Transit Division",40029,99653886.0,19855364.0,46198843.0,24340717.0,35774092.0,0.0,5679670.0,5105087.0,1527.0,27415388.0,189043068.0,111741468.0,33112789.0,4153380.0,40035431.0,22980043.0,1143.6,23033592.0,1646604.0,20777709.0,101829606.0,991.0,0.0,0.0,1119.0,Fort Lauderdale,FL,14
"City of Gainesville, FL, dba: Regional Transit System",40030,8242626.0,3179415.0,3555831.0,15124882.0,1635385.0,0.0,0.0,0.0,426.0,3929003.0,27395068.0,15421288.0,5549726.0,301939.0,6122115.0,14250445.0,253.2,3708851.0,294558.0,4357558.0,15138044.0,1020.0,0.0,0.0,253.2,Gainesville,FL,22
Lakeland Area Mass Transit District,40031,7785375.0,3086442.0,9962831.0,902697.0,2631907.0,0.0,197749.0,0.0,284.0,2597947.0,21434610.0,12590151.0,2728374.0,895239.0,5220846.0,627284.0,761.3,2372575.0,157376.0,693018.0,4147701.0,1265.0,7.0,0.0,761.3000000000001,Lakeland,FL,12
"County of Volusia, dba: VOTRAN",40032,11438055.0,5070566.0,5000000.0,3497485.0,2427945.0,697882.0,0.0,0.0,735.0,5407490.0,24841971.0,16948598.0,3400782.0,927090.0,3565501.0,2658580.0,597.5,5134525.0,318212.0,2310060.0,11418486.0,1701.0,1.0,0.0,597.5,Daytona Beach,FL,20
"County of Miami-Dade , dba: Transportation & Public Work",40034,246963491.0,50391866.0,281528013.0,91451037.0,25326733.0,4160362.0,235478023.0,0.0,9373.0,60878000.0,603548964.0,309247999.0,156581014.0,57735753.0,79984198.0,70486385.0,2466.16,49554095.0,3342090.0,56114884.0,304072088.0,2549.0,6.0,0.0,2298.9,Miami,FL,2
Central Florida Regional Transportation Authority,40035,57765204.0,18327675.0,80671620.0,23768945.0,19023803.0,422483.0,928046.0,0.0,2750.0,27503884.0,147806648.0,85102793.0,20642352.0,4729756.0,37331747.0,18976299.0,2093.1,24443072.0,1641647.0,16731232.0,93266038.0,1762.0,4.0,0.0,2086.2,Orlando,FL,15
